Order_ID,Customer_ID,Order_Date,Day,Month,Order_Time,Store_ID,Store_Location,Region,Product_Category,Product_Name,Size,Quantity,Unit_Price,Discount_%,Gross_Sales,GST_5%,Net_Sales,Payment_Method,Order_Type,Customer_Age_Group,Customer_Gender,Weather,Day_Type,Shift,Customer_Type,Loyalty_Member,Rating,Demand_Level
1412,CUST5762,25-01-2025,Saturday,January,02:05,110,Bengaluru,South,Coffee,Mocha,Venti,5,289,15,1445,72.25,1300.5,UPI,Delivery,50+,Male,Rainy,Weekend,Afternoon,New,Yes,3,Low
1413,CUST2560,06-05-2025,Tuesday,May,06:45,100,Kochi,South,Bakery,Butter Croissant,Tall,2,140,10,280,14,266,Cash,Takeaway,50+,Male,Rainy,Weekday,Afternoon,Returning,No,5,Low
1414,CUST5500,15-04-2025,Tuesday,April,16:33,108,Hyderabad,South,Frappuccino,Caramel Frappuccino,Grande,5,378,15,1890,94.5,1701,UPI,Delivery,18-25,Male,Rainy,Weekday,Evening,Returning,Yes,3,High
1415,CUST7808,08-05-2025,Thursday,May,18:19,107,Hyderabad,South,Coffee,Caffe Latte,Tall,5,260,0,1300,65,1365,UPI,Dine-In,36-50,Female,Cloudy,Weekday,Morning,New,No,4,Medium
1416,CUST2765,13-03-2025,Thursday,March,05:49,109,Bengaluru,South,Bakery,Blueberry Muffin,Grande,4,171,15,684,34.2,615.6,Cash,Dine-In,26-35,Male,Cloudy,Weekday,Morning,Returning,No,5,High
1417,CUST4451,12-04-2025,Saturday,April,09:32,108,Delhi,North,Cold Beverage,Cold Brew,Venti,4,279,15,1116,55.8,1004.4,UPI,Dine-In,36-50,Male,Cloudy,Weekend,Morning,New,Yes,5,High
1418,CUST9116,23-04-2025,Wednesday,April,20:07,107,Delhi,North,Coffee,Cappuccino,Tall,2,271,0,542,27.1,569.1,UPI,Takeaway,50+,Female,Rainy,Weekday,Evening,Returning,No,4,Medium
1419,CUST1402,27-09-2025,Saturday,September,10:09,101,Mumbai,West,Tea,Green Tea,Grande,2,198,10,396,19.8,376.2,UPI,Delivery,26-35,Male,Sunny,Weekend,Afternoon,New,Yes,4,Low
1420,CUST4657,10-07-2025,Thursday,July,20:41,110,Bengaluru,South,Tea,Green Tea,Venti,3,196,5,588,29.4,588,Cash,Takeaway,18-25,Male,Sunny,Weekday,Morning,Returning,No,4,High
1421,CUST6341,12-12-2025,Friday,December,16:59,113,Bengaluru,South,Bakery,Blueberry Muffin,Grande,1,174,0,174,8.7,182.7,UPI,Delivery,26-35,Male,Cloudy,Weekday,Morning,Returning,No,3,Low
1422,CUST3228,15-01-2025,Wednesday,January,20:21,112,Delhi,North,Frappuccino,Caramel Frappuccino,Tall,1,341,10,341,17.05,323.95,UPI,Delivery,36-50,Male,Rainy,Weekday,Morning,Returning,No,3,Medium
1423,CUST1481,17-08-2025,Sunday,August,01:57,102,Bengaluru,South,Coffee,Caffe Latte,Venti,1,277,5,277,13.85,277,Cash,Delivery,50+,Male,Cloudy,Weekend,Afternoon,Returning,No,5,Low
1424,CUST5582,04-01-2025,Saturday,January,13:38,110,Hyderabad,South,Cold Beverage,Cold Brew,Grande,4,293,10,1172,58.6,1113.4,Cash,Takeaway,26-35,Male,Sunny,Weekend,Evening,New,No,5,Medium
1425,CUST6765,27-11-2025,Thursday,November,12:46,120,Delhi,North,Coffee,Mocha,Venti,4,322,5,1288,64.4,1288,UPI,Dine-In,50+,Female,Sunny,Weekday,Morning,New,No,4,High
1426,CUST9615,04-09-2025,Thursday,September,22:12,117,Chennai,South,Bakery,Blueberry Muffin,Grande,1,166,0,166,8.3,174.3,Card,Dine-In,26-35,Female,Rainy,Weekday,Afternoon,Returning,Yes,5,Low
1427,CUST5474,28-08-2025,Thursday,August,19:58,119,Hyderabad,South,Coffee,Cappuccino,Venti,5,270,0,1350,67.5,1417.5,Card,Takeaway,36-50,Female,Rainy,Weekday,Afternoon,New,No,3,Medium
1428,CUST4024,08-06-2025,Sunday,June,06:09,120,Mumbai,West,Coffee,Caffe Latte,Venti,2,302,5,604,30.2,604,Card,Takeaway,26-35,Female,Sunny,Weekend,Morning,New,No,4,High
1429,CUST3082,17-06-2025,Tuesday,June,07:30,112,Kochi,South,Coffee,Americano,Grande,5,217,0,1085,54.25,1139.25,UPI,Dine-In,50+,Male,Sunny,Weekday,Evening,New,Yes,5,Low
1430,CUST9032,20-07-2025,Sunday,July,17:30,107,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,3,357,15,1071,53.55,963.9,UPI,Delivery,18-25,Male,Sunny,Weekend,Morning,Returning,No,4,High
1431,CUST9208,03-09-2025,Wednesday,September,16:13,118,Delhi,North,Coffee,Cappuccino,Venti,2,270,0,540,27,567,Card,Dine-In,36-50,Male,Sunny,Weekday,Morning,New,Yes,5,High
1432,CUST4010,19-06-2025,Thursday,June,03:24,116,Kochi,South,Coffee,Espresso,Venti,1,170,0,170,8.5,178.5,Card,Delivery,50+,Male,Cloudy,Weekday,Afternoon,Returning,Yes,5,Low
1433,CUST1587,09-06-2025,Monday,June,20:39,113,Hyderabad,South,Bakery,Blueberry Muffin,Tall,3,181,5,543,27.15,543,UPI,Delivery,36-50,Male,Cloudy,Weekday,Afternoon,New,Yes,3,High
1434,CUST5937,31-01-2025,Friday,January,08:40,107,Mumbai,West,Coffee,Espresso,Grande,2,190,5,380,19,380,Cash,Delivery,36-50,Male,Rainy,Weekday,Evening,New,Yes,3,Medium
1435,CUST2872,20-03-2025,Thursday,March,02:37,113,Bengaluru,South,Cold Beverage,Cold Brew,Tall,3,309,10,927,46.35,880.65,Card,Takeaway,18-25,Female,Rainy,Weekday,Evening,Returning,Yes,3,High
1436,CUST3220,28-04-2025,Monday,April,18:58,100,Mumbai,West,Bakery,Butter Croissant,Venti,4,153,0,612,30.6,642.6,UPI,Dine-In,26-35,Female,Sunny,Weekday,Morning,New,No,5,Low
1437,CUST8327,13-02-2025,Thursday,February,15:35,107,Bengaluru,South,Cold Beverage,Cold Brew,Venti,1,305,10,305,15.25,289.75,Cash,Dine-In,18-25,Male,Cloudy,Weekday,Evening,New,Yes,4,High
1438,CUST5284,14-04-2025,Monday,April,04:21,112,Kochi,South,Cold Beverage,Cold Brew,Tall,5,284,10,1420,71,1349,Cash,Dine-In,18-25,Male,Sunny,Weekday,Evening,New,No,4,Low
1439,CUST6714,31-05-2025,Saturday,May,14:37,100,Delhi,North,Tea,Green Tea,Grande,5,183,0,915,45.75,960.75,Card,Takeaway,26-35,Female,Sunny,Weekend,Morning,New,Yes,4,High
1440,CUST3969,14-05-2025,Wednesday,May,22:05,113,Chennai,South,Coffee,Caffe Latte,Grande,4,288,15,1152,57.6,1036.8,UPI,Takeaway,50+,Male,Rainy,Weekday,Morning,New,No,5,Low
1441,CUST5402,17-09-2025,Wednesday,September,06:28,116,Mumbai,West,Coffee,Mocha,Tall,2,316,15,632,31.6,568.8,Card,Takeaway,18-25,Male,Cloudy,Weekday,Evening,New,Yes,3,Low
1442,CUST2725,26-06-2025,Thursday,June,03:22,108,Hyderabad,South,Cold Beverage,Cold Brew,Venti,5,283,0,1415,70.75,1485.75,UPI,Takeaway,26-35,Male,Sunny,Weekday,Morning,Returning,Yes,5,High
1443,CUST2395,09-11-2025,Sunday,November,11:11,115,Hyderabad,South,Coffee,Espresso,Venti,2,166,5,332,16.6,332,UPI,Dine-In,36-50,Female,Sunny,Weekend,Morning,Returning,Yes,4,High
1444,CUST3666,04-04-2025,Friday,April,10:27,104,Kochi,South,Coffee,Mocha,Tall,4,284,10,1136,56.8,1079.2,UPI,Takeaway,18-25,Male,Cloudy,Weekday,Evening,New,No,4,High
1445,CUST4756,25-02-2025,Tuesday,February,00:48,110,Mumbai,West,Frappuccino,Caramel Frappuccino,Tall,1,377,10,377,18.85,358.15,UPI,Takeaway,50+,Male,Rainy,Weekday,Morning,Returning,No,5,Medium
1446,CUST5475,13-08-2025,Wednesday,August,16:41,109,Hyderabad,South,Coffee,Caffe Latte,Grande,2,295,15,590,29.5,531,Cash,Delivery,36-50,Male,Sunny,Weekday,Afternoon,New,No,5,High
1447,CUST1486,26-11-2025,Wednesday,November,06:24,111,Mumbai,West,Coffee,Americano,Grande,3,213,15,639,31.95,575.1,Cash,Delivery,18-25,Male,Cloudy,Weekday,Morning,New,No,4,Low
1448,CUST1784,17-08-2025,Sunday,August,07:31,119,Delhi,North,Cold Beverage,Cold Brew,Venti,3,296,15,888,44.4,799.2,Cash,Takeaway,36-50,Female,Cloudy,Weekend,Afternoon,Returning,Yes,5,High
1449,CUST3616,20-10-2025,Monday,October,00:20,118,Kochi,South,Coffee,Cappuccino,Venti,5,277,5,1385,69.25,1385,UPI,Delivery,50+,Male,Rainy,Weekday,Morning,Returning,No,5,Low
1450,CUST7866,21-03-2025,Friday,March,03:22,114,Hyderabad,South,Tea,Green Tea,Grande,5,207,10,1035,51.75,983.25,Card,Takeaway,36-50,Male,Rainy,Weekday,Evening,Returning,No,4,Low
1451,CUST3804,12-07-2025,Saturday,July,09:50,114,Delhi,North,Coffee,Cappuccino,Grande,1,244,5,244,12.2,244,Card,Delivery,36-50,Male,Sunny,Weekend,Evening,Returning,Yes,3,High
1452,CUST7697,30-08-2025,Saturday,August,06:05,111,Kochi,South,Frappuccino,Caramel Frappuccino,Tall,2,371,5,742,37.1,742,Cash,Dine-In,18-25,Female,Sunny,Weekend,Evening,Returning,No,5,High
1453,CUST7045,01-05-2025,Thursday,May,11:37,113,Kochi,South,Coffee,Cappuccino,Venti,2,269,5,538,26.9,538,Cash,Takeaway,26-35,Male,Sunny,Weekday,Afternoon,New,No,4,Medium
1454,CUST3347,27-10-2025,Monday,October,10:51,116,Hyderabad,South,Coffee,Cappuccino,Tall,1,272,10,272,13.6,258.4,Card,Takeaway,36-50,Male,Sunny,Weekday,Afternoon,New,No,3,Low
1455,CUST2689,11-02-2025,Tuesday,February,03:30,102,Hyderabad,South,Coffee,Cappuccino,Grande,5,261,0,1305,65.25,1370.25,Card,Delivery,26-35,Female,Cloudy,Weekday,Morning,Returning,No,3,Medium
1456,CUST1189,16-01-2025,Thursday,January,15:27,114,Kochi,South,Coffee,Cappuccino,Venti,4,262,15,1048,52.4,943.2,Card,Delivery,36-50,Female,Sunny,Weekday,Evening,Returning,No,3,High
1457,CUST7793,20-03-2025,Thursday,March,22:09,102,Mumbai,West,Coffee,Caffe Latte,Venti,1,273,5,273,13.65,273,Card,Takeaway,18-25,Male,Rainy,Weekday,Evening,New,No,5,Medium
1458,CUST3977,04-07-2025,Friday,July,05:30,102,Delhi,North,Bakery,Blueberry Muffin,Venti,3,187,5,561,28.05,561,Cash,Delivery,26-35,Male,Cloudy,Weekday,Afternoon,Returning,No,5,Medium
1459,CUST1289,24-12-2025,Wednesday,December,11:15,116,Hyderabad,South,Cold Beverage,Cold Brew,Tall,2,305,15,610,30.5,549,Card,Takeaway,26-35,Male,Cloudy,Weekday,Evening,Returning,Yes,5,High
1460,CUST9237,06-02-2025,Thursday,February,01:24,116,Bengaluru,South,Coffee,Mocha,Tall,4,302,0,1208,60.4,1268.4,Card,Delivery,26-35,Male,Sunny,Weekday,Evening,New,No,5,Medium
1461,CUST9413,15-04-2025,Tuesday,April,06:57,109,Bengaluru,South,Coffee,Caffe Latte,Venti,1,294,5,294,14.7,294,Card,Delivery,18-25,Male,Sunny,Weekday,Afternoon,New,Yes,5,Medium
1462,CUST5488,26-01-2025,Sunday,January,22:09,111,Bengaluru,South,Frappuccino,Caramel Frappuccino,Grande,1,374,15,374,18.7,336.6,UPI,Takeaway,50+,Female,Rainy,Weekend,Evening,New,No,5,Low
1463,CUST5287,15-05-2025,Thursday,May,12:41,112,Mumbai,West,Cold Beverage,Cold Brew,Venti,2,270,15,540,27,486,UPI,Takeaway,36-50,Male,Rainy,Weekday,Afternoon,Returning,Yes,3,Medium
1464,CUST8883,15-08-2025,Friday,August,17:58,103,Kochi,South,Coffee,Cappuccino,Venti,4,272,10,1088,54.4,1033.6,Card,Dine-In,50+,Female,Rainy,Weekday,Afternoon,New,No,5,Low
1465,CUST5006,16-06-2025,Monday,June,21:46,118,Chennai,South,Coffee,Espresso,Venti,2,188,5,376,18.8,376,Card,Dine-In,50+,Male,Sunny,Weekday,Morning,Returning,No,4,High
1466,CUST6401,29-03-2025,Saturday,March,16:47,106,Kochi,South,Coffee,Espresso,Tall,5,184,10,920,46,874,Cash,Takeaway,26-35,Male,Sunny,Weekend,Evening,Returning,Yes,4,Low
1467,CUST2423,26-10-2025,Sunday,October,07:31,111,Mumbai,West,Coffee,Cappuccino,Grande,4,241,5,964,48.2,964,Card,Delivery,26-35,Male,Sunny,Weekend,Evening,Returning,No,3,Low
1468,CUST2642,17-02-2025,Monday,February,13:36,112,Kochi,South,Tea,Green Tea,Tall,4,185,10,740,37,703,UPI,Takeaway,36-50,Female,Cloudy,Weekday,Evening,New,Yes,4,Medium
1469,CUST6273,14-10-2025,Tuesday,October,23:04,100,Delhi,North,Frappuccino,Caramel Frappuccino,Venti,5,353,15,1765,88.25,1588.5,Card,Takeaway,50+,Male,Cloudy,Weekday,Morning,Returning,No,3,High
1470,CUST4627,10-05-2025,Saturday,May,15:12,106,Delhi,North,Bakery,Butter Croissant,Venti,1,156,0,156,7.8,163.8,UPI,Dine-In,50+,Male,Cloudy,Weekend,Afternoon,Returning,No,3,Low
1471,CUST8252,04-05-2025,Sunday,May,06:50,101,Kochi,South,Coffee,Mocha,Venti,4,321,10,1284,64.2,1219.8,Cash,Dine-In,50+,Female,Rainy,Weekend,Afternoon,New,Yes,4,Medium
1472,CUST2701,28-02-2025,Friday,February,22:29,107,Delhi,North,Coffee,Cappuccino,Venti,5,281,5,1405,70.25,1405,Cash,Delivery,26-35,Male,Cloudy,Weekday,Morning,New,No,4,High
1473,CUST9094,16-02-2025,Sunday,February,23:28,101,Kochi,South,Frappuccino,Caramel Frappuccino,Grande,5,360,0,1800,90,1890,Card,Dine-In,50+,Female,Rainy,Weekend,Evening,Returning,Yes,4,Medium
1474,CUST7215,21-01-2025,Tuesday,January,11:25,114,Chennai,South,Tea,Green Tea,Venti,5,198,5,990,49.5,990,Card,Dine-In,18-25,Male,Rainy,Weekday,Afternoon,New,Yes,3,Low
1475,CUST2081,08-07-2025,Tuesday,July,02:57,104,Kochi,South,Coffee,Mocha,Tall,3,307,15,921,46.05,828.9,UPI,Dine-In,50+,Male,Rainy,Weekday,Afternoon,New,Yes,4,Medium
1476,CUST7862,04-11-2025,Tuesday,November,04:31,106,Kochi,South,Coffee,Americano,Grande,5,243,10,1215,60.75,1154.25,Card,Delivery,18-25,Male,Cloudy,Weekday,Evening,Returning,No,3,Medium
1477,CUST9095,09-11-2025,Sunday,November,15:02,102,Chennai,South,Coffee,Mocha,Tall,5,309,5,1545,77.25,1545,Card,Dine-In,26-35,Female,Cloudy,Weekend,Evening,Returning,Yes,3,Low
1478,CUST3302,15-07-2025,Tuesday,July,21:48,120,Delhi,North,Tea,Green Tea,Tall,4,178,15,712,35.6,640.8,Cash,Takeaway,36-50,Male,Sunny,Weekday,Afternoon,New,Yes,4,Low
1479,CUST5265,18-09-2025,Thursday,September,03:58,114,Hyderabad,South,Coffee,Espresso,Venti,3,162,15,486,24.3,437.4,Cash,Dine-In,50+,Male,Rainy,Weekday,Evening,New,No,4,Medium
1480,CUST8097,07-12-2025,Sunday,December,17:26,114,Chennai,South,Bakery,Butter Croissant,Tall,3,166,0,498,24.9,522.9,Cash,Takeaway,36-50,Female,Cloudy,Weekend,Afternoon,New,Yes,5,High
1481,CUST4342,28-10-2025,Tuesday,October,16:58,110,Chennai,South,Tea,Green Tea,Grande,1,181,0,181,9.05,190.05,Card,Delivery,26-35,Male,Sunny,Weekday,Afternoon,Returning,No,5,Low
1482,CUST2609,15-05-2025,Thursday,May,21:16,118,Hyderabad,South,Bakery,Butter Croissant,Tall,1,167,10,167,8.35,158.65,Card,Dine-In,36-50,Female,Sunny,Weekday,Evening,Returning,No,3,High
1483,CUST9117,16-03-2025,Sunday,March,12:21,112,Delhi,North,Coffee,Mocha,Tall,3,317,5,951,47.55,951,UPI,Takeaway,18-25,Female,Cloudy,Weekend,Afternoon,Returning,No,5,High
1484,CUST3532,16-05-2025,Friday,May,02:37,106,Delhi,North,Coffee,Caffe Latte,Grande,5,300,0,1500,75,1575,Cash,Delivery,50+,Male,Rainy,Weekday,Evening,Returning,Yes,3,Low
1485,CUST4822,14-10-2025,Tuesday,October,16:28,119,Bengaluru,South,Coffee,Mocha,Venti,4,295,0,1180,59,1239,Cash,Takeaway,26-35,Female,Cloudy,Weekday,Evening,Returning,Yes,3,Low
1486,CUST8731,16-01-2025,Thursday,January,09:49,115,Mumbai,West,Cold Beverage,Cold Brew,Grande,3,315,10,945,47.25,897.75,Card,Dine-In,50+,Female,Cloudy,Weekday,Afternoon,Returning,No,5,High
1487,CUST6287,09-11-2025,Sunday,November,13:09,101,Delhi,North,Coffee,Cappuccino,Tall,1,267,15,267,13.35,240.3,Cash,Dine-In,36-50,Male,Sunny,Weekend,Evening,Returning,Yes,3,Medium
1488,CUST2078,01-10-2025,Wednesday,October,03:41,105,Delhi,North,Coffee,Americano,Venti,5,230,15,1150,57.5,1035,Card,Dine-In,26-35,Male,Cloudy,Weekday,Morning,New,Yes,5,High
1489,CUST8599,12-01-2025,Sunday,January,05:31,107,Kochi,South,Cold Beverage,Cold Brew,Tall,1,302,5,302,15.1,302,UPI,Takeaway,36-50,Female,Rainy,Weekend,Evening,Returning,No,4,Medium
1490,CUST3500,26-04-2025,Saturday,April,16:12,102,Kochi,South,Coffee,Caffe Latte,Tall,1,278,5,278,13.9,278,Cash,Delivery,18-25,Female,Cloudy,Weekend,Evening,Returning,No,3,Medium
1491,CUST8772,22-03-2025,Saturday,March,15:13,111,Delhi,North,Coffee,Mocha,Tall,4,301,0,1204,60.2,1264.2,Card,Delivery,36-50,Female,Rainy,Weekend,Afternoon,New,Yes,5,High
1492,CUST8243,14-08-2025,Thursday,August,10:21,102,Kochi,South,Frappuccino,Caramel Frappuccino,Venti,2,380,15,760,38,684,Card,Dine-In,18-25,Female,Sunny,Weekday,Evening,Returning,Yes,5,Medium
1493,CUST5586,05-08-2025,Tuesday,August,23:52,113,Hyderabad,South,Coffee,Caffe Latte,Venti,3,267,15,801,40.05,720.9,UPI,Takeaway,50+,Female,Cloudy,Weekday,Afternoon,New,No,3,Low
1494,CUST5289,27-02-2025,Thursday,February,23:54,107,Hyderabad,South,Cold Beverage,Cold Brew,Grande,1,307,0,307,15.35,322.35,UPI,Takeaway,26-35,Female,Sunny,Weekday,Afternoon,Returning,No,4,High
1495,CUST6063,13-01-2025,Monday,January,17:45,111,Kochi,South,Tea,Green Tea,Venti,1,209,5,209,10.45,209,UPI,Delivery,50+,Male,Cloudy,Weekday,Afternoon,Returning,No,5,Low
1496,CUST6130,17-11-2025,Monday,November,11:10,102,Kochi,South,Coffee,Cappuccino,Grande,3,244,5,732,36.6,732,Card,Dine-In,50+,Male,Rainy,Weekday,Afternoon,Returning,No,3,Medium
1497,CUST7053,24-12-2025,Wednesday,December,09:56,108,Bengaluru,South,Frappuccino,Caramel Frappuccino,Venti,5,378,5,1890,94.5,1890,Cash,Dine-In,50+,Female,Cloudy,Weekday,Evening,New,No,3,Medium
1498,CUST2560,16-10-2025,Thursday,October,07:29,100,Delhi,North,Bakery,Butter Croissant,Venti,4,175,0,700,35,735,Card,Delivery,36-50,Male,Sunny,Weekday,Morning,New,Yes,4,High
1499,CUST2080,09-02-2025,Sunday,February,04:23,117,Kochi,South,Coffee,Mocha,Grande,4,319,15,1276,63.8,1148.4,Cash,Delivery,26-35,Male,Cloudy,Weekend,Afternoon,Returning,Yes,4,Medium
1500,CUST9527,11-04-2025,Friday,April,08:56,102,Mumbai,West,Tea,Green Tea,Tall,2,195,10,390,19.5,370.5,Cash,Takeaway,36-50,Male,Rainy,Weekday,Evening,New,Yes,5,High
1501,CUST7794,12-10-2025,Sunday,October,20:31,102,Chennai,South,Tea,Green Tea,Grande,2,184,5,368,18.4,368,Card,Delivery,18-25,Female,Sunny,Weekend,Afternoon,New,No,4,Medium
1502,CUST6542,26-10-2025,Sunday,October,18:27,103,Mumbai,West,Coffee,Cappuccino,Venti,3,279,0,837,41.85,878.85,Card,Dine-In,18-25,Male,Sunny,Weekend,Afternoon,Returning,Yes,4,High
1503,CUST2589,08-03-2025,Saturday,March,17:41,108,Chennai,South,Cold Beverage,Cold Brew,Tall,4,271,15,1084,54.2,975.6,Card,Delivery,50+,Female,Cloudy,Weekend,Morning,Returning,No,3,High
1504,CUST2924,16-02-2025,Sunday,February,23:26,112,Kochi,South,Coffee,Caffe Latte,Tall,1,268,0,268,13.4,281.4,Cash,Delivery,18-25,Female,Sunny,Weekend,Morning,New,Yes,3,Low
1505,CUST2827,12-01-2025,Sunday,January,21:11,103,Delhi,North,Cold Beverage,Cold Brew,Tall,2,294,0,588,29.4,617.4,Card,Dine-In,26-35,Female,Cloudy,Weekend,Morning,Returning,Yes,4,Low
1506,CUST2175,17-05-2025,Saturday,May,00:04,115,Chennai,South,Coffee,Cappuccino,Venti,2,240,15,480,24,432,UPI,Delivery,50+,Male,Rainy,Weekend,Morning,New,Yes,3,High
1507,CUST1576,02-01-2025,Thursday,January,19:41,106,Bengaluru,South,Coffee,Caffe Latte,Venti,1,269,15,269,13.45,242.1,UPI,Delivery,26-35,Female,Rainy,Weekday,Afternoon,New,Yes,5,Low
1508,CUST3606,26-09-2025,Friday,September,01:53,100,Kochi,South,Coffee,Espresso,Venti,3,193,5,579,28.95,579,Cash,Delivery,26-35,Female,Rainy,Weekday,Evening,New,No,4,High
1509,CUST3328,15-09-2025,Monday,September,22:50,104,Hyderabad,South,Cold Beverage,Cold Brew,Tall,2,285,0,570,28.5,598.5,UPI,Takeaway,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,5,Medium
1510,CUST3229,01-06-2025,Sunday,June,05:55,104,Hyderabad,South,Bakery,Blueberry Muffin,Grande,1,187,15,187,9.35,168.3,Cash,Dine-In,26-35,Male,Sunny,Weekend,Afternoon,Returning,No,5,Low
1511,CUST3161,16-02-2025,Sunday,February,13:23,106,Delhi,North,Tea,Green Tea,Tall,2,183,5,366,18.3,366,Cash,Dine-In,36-50,Female,Sunny,Weekend,Evening,Returning,No,5,Low
1512,CUST6307,14-03-2025,Friday,March,12:45,106,Delhi,North,Coffee,Espresso,Grande,4,175,15,700,35,630,Cash,Delivery,18-25,Female,Rainy,Weekday,Morning,Returning,No,3,Low
1513,CUST9001,30-09-2025,Tuesday,September,08:13,102,Mumbai,West,Coffee,Mocha,Grande,3,322,10,966,48.3,917.7,Card,Dine-In,26-35,Male,Sunny,Weekday,Evening,Returning,No,4,Medium
1514,CUST6669,17-02-2025,Monday,February,19:24,102,Chennai,South,Coffee,Cappuccino,Venti,4,259,5,1036,51.8,1036,Card,Delivery,50+,Male,Sunny,Weekday,Evening,Returning,Yes,5,Low
1515,CUST2068,24-09-2025,Wednesday,September,13:57,116,Bengaluru,South,Coffee,Mocha,Venti,3,291,0,873,43.65,916.65,UPI,Dine-In,36-50,Female,Cloudy,Weekday,Evening,Returning,No,4,High
1516,CUST4102,07-07-2025,Monday,July,16:49,103,Chennai,South,Coffee,Cappuccino,Grande,1,246,0,246,12.3,258.3,Cash,Takeaway,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,5,Low
1517,CUST5129,05-08-2025,Tuesday,August,12:34,109,Chennai,South,Cold Beverage,Cold Brew,Venti,1,302,10,302,15.1,286.9,Cash,Dine-In,26-35,Male,Rainy,Weekday,Evening,Returning,Yes,4,High
1518,CUST4790,29-11-2025,Saturday,November,09:54,120,Hyderabad,South,Coffee,Mocha,Tall,1,316,15,316,15.8,284.4,UPI,Dine-In,50+,Male,Rainy,Weekend,Evening,New,Yes,3,High
1519,CUST3882,12-11-2025,Wednesday,November,19:39,111,Delhi,North,Coffee,Espresso,Tall,2,165,5,330,16.5,330,Cash,Takeaway,50+,Male,Sunny,Weekday,Morning,Returning,Yes,5,Medium
1520,CUST4982,26-08-2025,Tuesday,August,14:52,102,Chennai,South,Tea,Green Tea,Venti,1,195,0,195,9.75,204.75,Cash,Delivery,50+,Male,Rainy,Weekday,Afternoon,New,Yes,4,Medium
1521,CUST6728,02-03-2025,Sunday,March,02:07,112,Kochi,South,Coffee,Cappuccino,Venti,4,280,0,1120,56,1176,Card,Delivery,36-50,Female,Rainy,Weekend,Morning,Returning,No,5,Medium
1522,CUST1509,12-08-2025,Tuesday,August,20:58,103,Delhi,North,Coffee,Cappuccino,Venti,4,267,15,1068,53.4,961.2,UPI,Dine-In,36-50,Male,Sunny,Weekday,Evening,New,Yes,5,Medium
1523,CUST4702,21-06-2025,Saturday,June,21:49,106,Chennai,South,Tea,Green Tea,Venti,3,186,5,558,27.9,558,Cash,Delivery,18-25,Male,Rainy,Weekend,Evening,New,Yes,4,Low
1524,CUST1214,07-10-2025,Tuesday,October,09:00,114,Bengaluru,South,Frappuccino,Caramel Frappuccino,Grande,5,374,0,1870,93.5,1963.5,UPI,Delivery,26-35,Female,Cloudy,Weekday,Afternoon,New,No,3,High
1525,CUST1009,09-08-2025,Saturday,August,19:51,119,Chennai,South,Tea,Green Tea,Tall,1,192,5,192,9.6,192,UPI,Delivery,26-35,Male,Cloudy,Weekend,Morning,Returning,Yes,3,Low
1526,CUST8755,21-08-2025,Thursday,August,22:57,110,Bengaluru,South,Coffee,Americano,Tall,1,241,15,241,12.05,216.9,UPI,Dine-In,26-35,Female,Cloudy,Weekday,Morning,New,No,5,High
1527,CUST7666,22-01-2025,Wednesday,January,19:31,113,Chennai,South,Coffee,Caffe Latte,Tall,3,261,5,783,39.15,783,Card,Delivery,50+,Male,Sunny,Weekday,Evening,Returning,No,3,Medium
1528,CUST4003,09-10-2025,Thursday,October,14:31,110,Mumbai,West,Coffee,Mocha,Tall,2,294,10,588,29.4,558.6,Card,Takeaway,26-35,Female,Sunny,Weekday,Afternoon,New,No,5,Low
1529,CUST8433,28-12-2025,Sunday,December,15:20,105,Hyderabad,South,Coffee,Cappuccino,Grande,5,253,5,1265,63.25,1265,Card,Dine-In,50+,Female,Cloudy,Weekend,Morning,Returning,No,5,Low
1530,CUST3580,09-02-2025,Sunday,February,08:55,102,Chennai,South,Frappuccino,Caramel Frappuccino,Grande,5,342,15,1710,85.5,1539,Card,Takeaway,26-35,Female,Cloudy,Weekend,Morning,New,Yes,5,High
1531,CUST8903,09-09-2025,Tuesday,September,10:05,117,Kochi,South,Tea,Green Tea,Venti,4,175,0,700,35,735,Cash,Dine-In,36-50,Male,Sunny,Weekday,Afternoon,Returning,Yes,4,Low
1532,CUST3131,12-09-2025,Friday,September,00:22,103,Bengaluru,South,Coffee,Cappuccino,Venti,5,244,15,1220,61,1098,Cash,Takeaway,36-50,Female,Sunny,Weekday,Evening,Returning,No,5,High
1533,CUST9556,15-07-2025,Tuesday,July,04:21,117,Hyderabad,South,Coffee,Mocha,Grande,4,297,5,1188,59.4,1188,Cash,Delivery,26-35,Female,Cloudy,Weekday,Afternoon,New,Yes,4,Medium
1534,CUST1214,17-04-2025,Thursday,April,05:32,102,Hyderabad,South,Frappuccino,Caramel Frappuccino,Tall,3,353,10,1059,52.95,1006.05,Card,Dine-In,50+,Female,Rainy,Weekday,Evening,New,No,3,Low
1535,CUST2675,06-06-2025,Friday,June,19:42,108,Hyderabad,South,Coffee,Espresso,Grande,5,162,10,810,40.5,769.5,Cash,Dine-In,18-25,Male,Sunny,Weekday,Evening,New,No,3,Medium
1536,CUST3182,23-08-2025,Saturday,August,10:49,115,Kochi,South,Coffee,Americano,Grande,2,242,10,484,24.2,459.8,UPI,Takeaway,26-35,Male,Rainy,Weekend,Morning,New,No,4,High
